"","year","sex","ethnicity","drug","response"
"8270",2007,"Male",NA,"Marijuana","Yes"
"8271",2007,"Female",NA,"Marijuana","Yes"
"8272",2007,"Female",NA,"Marijuana","Yes"
"8273",2007,"Male",NA,"Marijuana","Yes"
"8274",2007,"Male",NA,"Marijuana","Yes"
"8275",2007,"Male",NA,"Marijuana","Yes"
"8276",2007,"Female",NA,"Marijuana","Yes"
"8277",2007,"Male",NA,"Marijuana","Yes"
"8278",2007,"Female",NA,"Marijuana","Yes"
"8279",2007,"Male",NA,"Marijuana","Yes"
"8280",2007,"Female",NA,"Marijuana","Yes"
"8281",2007,"Female",NA,"Marijuana","Yes"
"8282",2007,"Female",NA,"Marijuana","Yes"
"8283",2007,"Female",NA,"Marijuana","Yes"
"8284",2007,"Male",NA,"Marijuana","Yes"
"8285",2007,"Female",NA,"Marijuana","Yes"
"8286",2007,"Female",NA,"Marijuana","Yes"
"8287",2007,"Female",NA,"Marijuana","Yes"
"8288",2007,"Female",NA,"Marijuana","Yes"
"8289",2007,"Female",NA,"Marijuana","Yes"
"8290",2007,"Male",NA,"Marijuana","Yes"
"8291",2007,"Female",NA,"Marijuana","Yes"
"8292",2007,"Male",NA,"Marijuana","Yes"
"8293",2007,"Male",NA,"Marijuana","Yes"
"8294",2007,"Male",NA,"Marijuana","Yes"
"8295",2007,"Male",NA,"Marijuana","Yes"
"8296",2007,"Male",NA,"Marijuana","Yes"
"8297",2007,"Male",NA,"Marijuana","Yes"
"8298",2007,"Male",NA,"Marijuana","Yes"
"8299",2007,"Female",NA,"Marijuana","Yes"
"8300",2007,"Female",NA,"Marijuana","Yes"
"8301",2007,"Female",NA,"Marijuana","Yes"
"8302",2007,"Female",NA,"Marijuana","Yes"
"8303",2007,"Male",NA,"Marijuana","Yes"
"8304",2007,"Male",NA,"Marijuana","Yes"
"8305",2007,"Male",NA,"Marijuana","Yes"
"8306",2007,"Male",NA,"Marijuana","Yes"
"8307",2007,"Male",NA,"Marijuana","Yes"
"8308",2007,"Male",NA,"Marijuana","Yes"
"8309",2007,"Female",NA,"Marijuana","Yes"
"8310",2007,"Female",NA,"Marijuana","Yes"
"8311",2007,"Male",NA,"Marijuana","Yes"
"8312",2007,"Male",NA,"Marijuana","Yes"
"8313",2007,"Male",NA,"Marijuana","Yes"
"8314",2007,"Male",NA,"Marijuana","Yes"
"8315",2007,"Male",NA,"Marijuana","Yes"
"8316",2007,"Male",NA,"Marijuana","Yes"
"8317",2007,"Male",NA,"Marijuana","Yes"
"8318",2007,"Female",NA,"Marijuana","Yes"
"8319",2007,"Male",NA,"Marijuana","Yes"
"8320",2007,"Male",NA,"Marijuana","Yes"
"8321",2007,"Female",NA,"Marijuana","Yes"
"8322",2007,"Female",NA,"Marijuana","Yes"
"8323",2007,"Male",NA,"Marijuana","Yes"
"8324",2007,"Male",NA,"Marijuana","Yes"
"8325",2007,"Male",NA,"Marijuana","Yes"
"8326",2007,"Female",NA,"Marijuana","Yes"
"8327",2007,"Male",NA,"Marijuana","Yes"
"8328",2007,"Female",NA,"Marijuana","Yes"
"8329",2007,"Male",NA,"Marijuana","Yes"
"8330",2007,"Female",NA,"Marijuana","Yes"
"8331",2007,"Female",NA,"Marijuana","Yes"
"8332",2007,"Male",NA,"Marijuana","Yes"
"8333",2007,"Male",NA,"Marijuana","Yes"
"8334",2007,"Male",NA,"Marijuana","Yes"
"8335",2007,"Male",NA,"Marijuana","Yes"
"8336",2007,"Female",NA,"Marijuana","Yes"
"8337",2007,"Female",NA,"Marijuana","Yes"
"8338",2007,"Female",NA,"Marijuana","Yes"
"8339",2007,"Male",NA,"Marijuana","Yes"
"8340",2007,"Female",NA,"Marijuana","Yes"
"8341",2007,"Female",NA,"Marijuana","Yes"
"8342",2007,"Male",NA,"Marijuana","Yes"
"8343",2007,"Female",NA,"Marijuana","Yes"
"8344",2007,"Female",NA,"Marijuana","Yes"
"8345",2007,"Female",NA,"Marijuana","Yes"
"8346",2007,"Female",NA,"Marijuana","Yes"
"8347",2007,"Male",NA,"Marijuana","Yes"
"8348",2007,"Female",NA,"Marijuana","Yes"
"8349",2007,"Female",NA,"Marijuana","Yes"
"8350",2007,"Male",NA,"Marijuana","Yes"
"8351",2007,"Female",NA,"Marijuana","Yes"
"8352",2007,"Female",NA,"Marijuana","Yes"
"8353",2007,"Female",NA,"Marijuana","Yes"
"8354",2007,"Male",NA,"Marijuana","Yes"
"8355",2007,"Male",NA,"Marijuana","Yes"
"8356",2007,"Male",NA,"Marijuana","Yes"
"8357",2007,"Male",NA,"Marijuana","Yes"
"8358",2007,"Female",NA,"Marijuana","Yes"
"8359",2007,"Female",NA,"Marijuana","Yes"
"8360",2007,"Male",NA,"Marijuana","Yes"
"8361",2007,"Female",NA,"Marijuana","Yes"
"8362",2007,"Male",NA,"Marijuana","Yes"
"8363",2007,"Female",NA,"Marijuana","Yes"
"8364",2007,"Female",NA,"Marijuana","Yes"
"8365",2007,"Female",NA,"Marijuana","Yes"
"8366",2007,"Male",NA,"Marijuana","Yes"
"8367",2007,"Male",NA,"Marijuana","Yes"
"8368",2007,"Female",NA,"Marijuana","Yes"
"8369",2007,"Male",NA,"Marijuana","Yes"
"8370",2007,"Female",NA,"Marijuana","Yes"
"8371",2007,"Male",NA,"Marijuana","Yes"
"8372",2007,"Female",NA,"Marijuana","Yes"
"8373",2007,"Female",NA,"Marijuana","Yes"
"8374",2007,"Female",NA,"Marijuana","Yes"
"8375",2007,"Male",NA,"Marijuana","Yes"
"8376",2007,"Female",NA,"Marijuana","Yes"
"8377",2007,"Female",NA,"Marijuana","Yes"
"8378",2007,"Male",NA,"Marijuana","Yes"
"8379",2007,"Female",NA,"Marijuana","Yes"
"8380",2007,"Female",NA,"Marijuana","Yes"
"8381",2007,"Female",NA,"Marijuana","Yes"
"8382",2007,"Female",NA,"Marijuana","Yes"
"8383",2007,"Female",NA,"Marijuana","Yes"
"8384",2007,"Female",NA,"Marijuana","Yes"
"8385",2007,"Male",NA,"Marijuana","Yes"
"8386",2007,"Male",NA,"Marijuana","Yes"
"8387",2007,"Male",NA,"Marijuana","Yes"
"8388",2007,"Female",NA,"Marijuana","Yes"
"8389",2007,"Male",NA,"Marijuana","Yes"
"8390",2007,"Male",NA,"Marijuana","Yes"
"8391",2007,"Female",NA,"Marijuana","Yes"
"8392",2007,"Female",NA,"Marijuana","Yes"
"8393",2007,"Female",NA,"Marijuana","Yes"
"8394",2007,"Female",NA,"Marijuana","Yes"
"8395",2007,"Female",NA,"Marijuana","Yes"
"8396",2007,"Female",NA,"Marijuana","Yes"
"8397",2007,"Male",NA,"Marijuana","Yes"
"8398",2007,"Female",NA,"Marijuana","Yes"
"8399",2007,"Male",NA,"Marijuana","Yes"
"8400",2007,"Female",NA,"Marijuana","Yes"
"8401",2007,"Female",NA,"Marijuana","Yes"
"8402",2007,"Female",NA,"Marijuana","Yes"
"8403",2007,"Female",NA,"Marijuana","Yes"
"8404",2007,"Female",NA,"Marijuana","Yes"
"8405",2007,"Female",NA,"Marijuana","Yes"
"8406",2007,"Female",NA,"Marijuana","Yes"
"8407",2007,"Female",NA,"Marijuana","Yes"
"8408",2007,"Male",NA,"Marijuana","Yes"
"8409",2007,"Female",NA,"Marijuana","Yes"
"8410",2007,"Female",NA,"Marijuana","Yes"
"8411",2007,"Male",NA,"Marijuana","Yes"
"8412",2007,"Female",NA,"Marijuana","Yes"
"8413",2007,"Female",NA,"Marijuana","Yes"
"8414",2007,"Female",NA,"Marijuana","Yes"
"8415",2007,"Female",NA,"Marijuana","Yes"
"8416",2007,"Female",NA,"Marijuana","Yes"
"8417",2007,"Male",NA,"Marijuana","Yes"
"8418",2007,"Female",NA,"Marijuana","Yes"
"8419",2007,"Female",NA,"Marijuana","Yes"
"8420",2007,"Female",NA,"Marijuana","Yes"
"8421",2007,"Female",NA,"Marijuana","Yes"
"8422",2007,"Male",NA,"Marijuana","Yes"
"8423",2007,"Female",NA,"Marijuana","Yes"
"8424",2007,"Female",NA,"Marijuana","Yes"
"8425",2007,"Male",NA,"Marijuana","Yes"
"8426",2007,"Male",NA,"Marijuana","Yes"
"8427",2007,"Female",NA,"Marijuana","Yes"
"8428",2007,"Male",NA,"Marijuana","Yes"
"8429",2007,"Male",NA,"Marijuana","Yes"
"8430",2007,"Female",NA,"Marijuana","Yes"
"8431",2007,"Female",NA,"Marijuana","Yes"
"8432",2007,"Female",NA,"Marijuana","Yes"
"8433",2007,"Male",NA,"Marijuana","Yes"
"8434",2007,"Male",NA,"Marijuana","Yes"
"8435",2007,"Female",NA,"Marijuana","Yes"
"8436",2007,"Male",NA,"Marijuana","Yes"
"8437",2007,"Male",NA,"Marijuana","Yes"
"8438",2007,"Female",NA,"Marijuana","Yes"
"8439",2007,"Male",NA,"Marijuana","Yes"
"8440",2007,"Female",NA,"Marijuana","Yes"
"8441",2007,"Female",NA,"Marijuana","Yes"
"8442",2007,"Male",NA,"Marijuana","Yes"
"8443",2007,"Male",NA,"Marijuana","Yes"
"8444",2007,"Male",NA,"Marijuana","Yes"
"8445",2007,"Male",NA,"Marijuana","Yes"
"8446",2007,"Female",NA,"Marijuana","Yes"
"8447",2007,"Female",NA,"Marijuana","Yes"
"8448",2007,"Female",NA,"Marijuana","Yes"
"8449",2007,"Female",NA,"Marijuana","Yes"
"8450",2007,"Male",NA,"Marijuana","Yes"
"8451",2007,"Male",NA,"Marijuana","Yes"
"8452",2007,"Female",NA,"Marijuana","Yes"
"8453",2007,"Male",NA,"Marijuana","Yes"
"8454",2007,"Female",NA,"Marijuana","Yes"
"8455",2007,"Female",NA,"Marijuana","Yes"
"8456",2007,"Male",NA,"Marijuana","Yes"
"8457",2007,"Female",NA,"Marijuana","Yes"
"8458",2007,"Male",NA,"Marijuana","Yes"
"8459",2007,"Female",NA,"Marijuana","Yes"
"8460",2007,"Male",NA,"Marijuana","Yes"
"8461",2007,"Female",NA,"Marijuana","Yes"
"8462",2007,"Female",NA,"Marijuana","Yes"
"8463",2007,"Male",NA,"Marijuana","Yes"
"8464",2007,"Male",NA,"Marijuana","Yes"
"8465",2007,"Female",NA,"Marijuana","Yes"
"8466",2007,"Male",NA,"Marijuana","Yes"
"8467",2007,"Male",NA,"Marijuana","Yes"
"8468",2007,"Female",NA,"Marijuana","Yes"
"8469",2007,"Female",NA,"Marijuana","Yes"
"8470",2007,"Male",NA,"Marijuana","Yes"
"8471",2007,"Male",NA,"Marijuana","Yes"
"8472",2007,"Male",NA,"Marijuana","Yes"
"8473",2007,"Male",NA,"Marijuana","Yes"
"8474",2007,"Male",NA,"Marijuana","Yes"
"8475",2007,"Male",NA,"Marijuana","Yes"
"8476",2007,"Female",NA,"Marijuana","Yes"
"8477",2007,"Male",NA,"Marijuana","Yes"
"8478",2007,"Male",NA,"Marijuana","Yes"
"8479",2007,"Male",NA,"Marijuana","Yes"
"8480",2007,"Male",NA,"Marijuana","Yes"
"8481",2007,"Male",NA,"Marijuana","Yes"
"8482",2007,"Female",NA,"Marijuana","Yes"
"8483",2007,"Female",NA,"Marijuana","Yes"
"8484",2007,"Male",NA,"Marijuana","Yes"
"8485",2007,"Female",NA,"Marijuana","Yes"
"8486",2007,"Female",NA,"Marijuana","Yes"
"8487",2007,"Male",NA,"Marijuana","Yes"
"8488",2007,"Male",NA,"Marijuana","Yes"
"8489",2007,"Male",NA,"Marijuana","Yes"
"8490",2007,"Female",NA,"Marijuana","Yes"
"8491",2007,"Male",NA,"Marijuana","Yes"
"8492",2007,"Female",NA,"Marijuana","Yes"
"8493",2007,"Female",NA,"Marijuana","Yes"
"8494",2007,"Male",NA,"Marijuana","Yes"
"8495",2007,"Female",NA,"Marijuana","Yes"
"8496",2007,"Male",NA,"Marijuana","Yes"
"8497",2007,"Male",NA,"Marijuana","Yes"
"8498",2007,"Male",NA,"Marijuana","Yes"
"8499",2007,"Male",NA,"Marijuana","Yes"
"8500",2007,"Male",NA,"Marijuana","Yes"
"8501",2007,"Male",NA,"Marijuana","Yes"
"8502",2007,"Female",NA,"Marijuana","Yes"
"8503",2007,"Male",NA,"Marijuana","Yes"
"8504",2007,"Male",NA,"Marijuana","Yes"
"8505",2007,"Female",NA,"Marijuana","Yes"
"8506",2007,"Female",NA,"Marijuana","Yes"
"8507",2007,"Male",NA,"Marijuana","Yes"
"8508",2007,"Male",NA,"Marijuana","Yes"
"8509",2007,"Male",NA,"Marijuana","Yes"
"8510",2007,"Female",NA,"Marijuana","Yes"
"8511",2007,"Female",NA,"Marijuana","Yes"
"8512",2007,"Female",NA,"Marijuana","Yes"
"8513",2007,"Female",NA,"Marijuana","Yes"
"8514",2007,"Male",NA,"Marijuana","Yes"
"8515",2007,"Female",NA,"Marijuana","Yes"
"8516",2007,"Male",NA,"Marijuana","Yes"
"8517",2007,"Male",NA,"Marijuana","Yes"
"8518",2007,"Male",NA,"Marijuana","Yes"
"8519",2007,"Male",NA,"Marijuana","Yes"
"8520",2007,"Male",NA,"Marijuana","Yes"
"8521",2007,"Male",NA,"Marijuana","Yes"
"8522",2007,"Male",NA,"Marijuana","Yes"
"8523",2007,"Female",NA,"Marijuana","Yes"
"8524",2007,"Male",NA,"Marijuana","Yes"
"8525",2007,"Male",NA,"Marijuana","Yes"
"8526",2007,"Male",NA,"Marijuana","Yes"
"8527",2007,"Male",NA,"Marijuana","Yes"
"8528",2007,"Male",NA,"Marijuana","Yes"
"8529",2007,"Female",NA,"Marijuana","Yes"
"8530",2007,"Female",NA,"Marijuana","Yes"
"8531",2007,"Male",NA,"Marijuana","Yes"
"8532",2007,"Male",NA,"Marijuana","Yes"
"8533",2007,"Female",NA,"Marijuana","Yes"
"8534",2007,"Male",NA,"Marijuana","Yes"
"8535",2007,"Male",NA,"Marijuana","Yes"
"8536",2007,"Female",NA,"Marijuana","Yes"
"8537",2007,"Female",NA,"Marijuana","Yes"
"8538",2007,"Male",NA,"Marijuana","Yes"
"8539",2007,"Female",NA,"Marijuana","Yes"
"8540",2007,"Male",NA,"Marijuana","Yes"
"8541",2007,"Male",NA,"Marijuana","Yes"
"8542",2007,"Male",NA,"Marijuana","Yes"
"8543",2007,"Male",NA,"Marijuana","Yes"
"8544",2007,"Female",NA,"Marijuana","Yes"
"8545",2007,"Female",NA,"Marijuana","Yes"
"8546",2007,"Male",NA,"Marijuana","Yes"
"8547",2007,"Female",NA,"Marijuana","Yes"
"8548",2007,"Male",NA,"Marijuana","Yes"
"8549",2007,"Female",NA,"Marijuana","Yes"
"8550",2007,"Female",NA,"Marijuana","Yes"
"8551",2007,"Female",NA,"Marijuana","Yes"
"8552",2007,"Female",NA,"Marijuana","Yes"
"8553",2007,"Female",NA,"Marijuana","Yes"
"8554",2007,"Male",NA,"Marijuana","Yes"
"8555",2007,"Male",NA,"Marijuana","Yes"
"8556",2007,"Male",NA,"Marijuana","Yes"
"8557",2007,"Male",NA,"Marijuana","Yes"
"8558",2007,"Male",NA,"Marijuana","Yes"
"8559",2007,"Male",NA,"Marijuana","Yes"
"8560",2007,"Female",NA,"Marijuana","Yes"
"8561",2007,"Female",NA,"Marijuana","Yes"
"8562",2007,"Male",NA,"Marijuana","Yes"
"8563",2007,"Female",NA,"Marijuana","Yes"
"8564",2007,"Female",NA,"Marijuana","Yes"
"8565",2007,"Male",NA,"Marijuana","Yes"
"8566",2007,"Male",NA,"Marijuana","Yes"
"8567",2007,"Male",NA,"Marijuana","Yes"
"8568",2007,"Female",NA,"Marijuana","Yes"
"8569",2007,"Male",NA,"Marijuana","Yes"
"8570",2007,"Male",NA,"Marijuana","Yes"
"8571",2007,"Male",NA,"Marijuana","Yes"
"8572",2007,"Male",NA,"Marijuana","Yes"
"8573",2007,"Male",NA,"Marijuana","Yes"
"8574",2007,"Female",NA,"Marijuana","Yes"
"8575",2007,"Female",NA,"Marijuana","Yes"
"8576",2007,"Male",NA,"Marijuana","Yes"
"8577",2007,"Male",NA,"Marijuana","Yes"
"8578",2007,"Female",NA,"Marijuana","Yes"
"8579",2007,"Male",NA,"Marijuana","Yes"
"8580",2007,"Female",NA,"Marijuana","Yes"
"8581",2007,"Male",NA,"Marijuana","Yes"
"8582",2007,"Female",NA,"Marijuana","Yes"
"8583",2007,"Male",NA,"Marijuana","Yes"
"8584",2007,"Male",NA,"Marijuana","Yes"
"8585",2007,"Male",NA,"Marijuana","Yes"
"8586",2007,"Female",NA,"Marijuana","Yes"
"8587",2007,"Male",NA,"Marijuana","Yes"
"8588",2007,"Female",NA,"Marijuana","Yes"
"8589",2007,"Female",NA,"Marijuana","Yes"
"8590",2007,"Female",NA,"Marijuana","Yes"
"8591",2007,"Male",NA,"Marijuana","Yes"
"8592",2007,"Female",NA,"Marijuana","Yes"
"8593",2007,"Female",NA,"Marijuana","Yes"
"8594",2007,"Male",NA,"Marijuana","Yes"
"8595",2007,"Male",NA,"Marijuana","Yes"
"8596",2007,"Male",NA,"Marijuana","Yes"
"8597",2007,"Male",NA,"Marijuana","Yes"
"8598",2007,"Female",NA,"Marijuana","Yes"
"8599",2007,"Female",NA,"Marijuana","Yes"
"8600",2007,"Female",NA,"Marijuana","Yes"
"8601",2007,"Male",NA,"Marijuana","Yes"
"8602",2007,"Male",NA,"Marijuana","Yes"
"8603",2007,"Male",NA,"Marijuana","Yes"
"8604",2007,"Female",NA,"Marijuana","Yes"
"8605",2007,"Male",NA,"Marijuana","Yes"
"8606",2007,"Male",NA,"Marijuana","Yes"
"8607",2007,"Male",NA,"Marijuana","Yes"
"8608",2007,"Male",NA,"Marijuana","Yes"
"8609",2007,"Female",NA,"Marijuana","Yes"
"8610",2007,"Female",NA,"Marijuana","Yes"
"8611",2007,"Female",NA,"Marijuana","Yes"
"8612",2007,"Male",NA,"Marijuana","Yes"
"8613",2007,"Male",NA,"Marijuana","Yes"
"8614",2007,"Male",NA,"Marijuana","Yes"
"8615",2007,"Male",NA,"Marijuana","Yes"
"8616",2007,"Male",NA,"Marijuana","Yes"
"8617",2007,"Male",NA,"Marijuana","Yes"
"8618",2007,"Female",NA,"Marijuana","Yes"
"8619",2007,"Female",NA,"Marijuana","Yes"
"8620",2007,"Male",NA,"Marijuana","Yes"
"8621",2007,"Female",NA,"Marijuana","Yes"
"8622",2007,"Male",NA,"Marijuana","Yes"
"8623",2007,"Male",NA,"Marijuana","Yes"
"8624",2007,"Female",NA,"Marijuana","Yes"
"8625",2007,"Male",NA,"Marijuana","Yes"
"8626",2007,"Male",NA,"Marijuana","Yes"
"8627",2007,"Male",NA,"Marijuana","Yes"
"8628",2007,"Male",NA,"Marijuana","Yes"
"8629",2007,"Female",NA,"Marijuana","Yes"
"8630",2007,"Male",NA,"Marijuana","Yes"
"8631",2007,"Female",NA,"Marijuana","Yes"
"8632",2007,"Female",NA,"Marijuana","Yes"
"8633",2007,"Female",NA,"Marijuana","Yes"
"8634",2007,"Male",NA,"Marijuana","Yes"
"8635",2007,"Male",NA,"Marijuana","Yes"
"8636",2007,"Male",NA,"Marijuana","Yes"
"8637",2007,"Female",NA,"Marijuana","Yes"
"8638",2007,"Male",NA,"Marijuana","Yes"
"8639",2007,"Female",NA,"Marijuana","Yes"
"8640",2007,"Female",NA,"Marijuana","Yes"
"8641",2007,"Male",NA,"Marijuana","Yes"
"8642",2007,"Female",NA,"Marijuana","Yes"
"8643",2007,"Female",NA,"Marijuana","Yes"
"8644",2007,"Male",NA,"Marijuana","Yes"
"8645",2007,"Female",NA,"Marijuana","Yes"
"8646",2007,"Male",NA,"Marijuana","Yes"
"8647",2007,"Male",NA,"Marijuana","Yes"
"8648",2007,"Female",NA,"Marijuana","Yes"
"8649",2007,"Female",NA,"Marijuana","Yes"
"8650",2007,"Male",NA,"Marijuana","Yes"
"8651",2007,"Male",NA,"Marijuana","Yes"
"8652",2007,"Female",NA,"Marijuana","Yes"
"8653",2007,"Female",NA,"Marijuana","Yes"
"8654",2007,"Male",NA,"Marijuana","Yes"
"8655",2007,"Male",NA,"Marijuana","Yes"
"8656",2007,"Female",NA,"Marijuana","Yes"
"8657",2007,"Female",NA,"Marijuana","Yes"
"8658",2007,"Male",NA,"Marijuana","Yes"
"8659",2007,"Female",NA,"Marijuana","Yes"
"8660",2007,"Male",NA,"Marijuana","Yes"
"8661",2007,"Male",NA,"Marijuana","Yes"
"8662",2007,"Male",NA,"Marijuana","Yes"
"8663",2007,"Female",NA,"Marijuana","Yes"
"8664",2007,"Female",NA,"Marijuana","Yes"
"8665",2007,"Male",NA,"Marijuana","Yes"
"8666",2007,"Male",NA,"Marijuana","Yes"
"8667",2007,"Female",NA,"Marijuana","Yes"
"8668",2007,"Male",NA,"Marijuana","Yes"
"8669",2007,"Female",NA,"Marijuana","Yes"
"8670",2007,"Male",NA,"Marijuana","Yes"
"8671",2007,"Male",NA,"Marijuana","Yes"
"8672",2007,"Male",NA,"Marijuana","Yes"
"8673",2007,"Female",NA,"Marijuana","Yes"
"8674",2007,"Male",NA,"Marijuana","Yes"
"8675",2007,"Male",NA,"Marijuana","Yes"
"8676",2007,"Male",NA,"Marijuana","Yes"
"8677",2007,"Female",NA,"Marijuana","Yes"
"8678",2007,"Male",NA,"Marijuana","Yes"
"8679",2007,"Male",NA,"Marijuana","Yes"
"8680",2007,"Female",NA,"Marijuana","Yes"
"8681",2007,"Male",NA,"Marijuana","Yes"
"8682",2007,"Male",NA,"Marijuana","Yes"
"8683",2007,"Male",NA,"Marijuana","Yes"
"8684",2007,"Male",NA,"Marijuana","Yes"
"8685",2007,"Male",NA,"Marijuana","Yes"
"8686",2007,"Male",NA,"Marijuana","Yes"
"8687",2007,"Male",NA,"Marijuana","Yes"
"8688",2007,"Female",NA,"Marijuana","Yes"
"8689",2007,"Female",NA,"Marijuana","Yes"
"8690",2007,"Male",NA,"Marijuana","Yes"
"8691",2007,"Male",NA,"Marijuana","Yes"
"8692",2007,"Male",NA,"Marijuana","Yes"
"8693",2007,"Male",NA,"Marijuana","Yes"
"8694",2007,"Male",NA,"Marijuana","Yes"
"8695",2007,"Male",NA,"Marijuana","Yes"
"8696",2007,"Female",NA,"Marijuana","Yes"
"8697",2007,"Male",NA,"Marijuana","Yes"
"8698",2007,"Male",NA,"Marijuana","Yes"
"8699",2007,"Male",NA,"Marijuana","Yes"
"8700",2007,"Female",NA,"Marijuana","Yes"
"8701",2007,"Female",NA,"Marijuana","Yes"
"8702",2007,"Male",NA,"Marijuana","Yes"
"8703",2007,"Female",NA,"Marijuana","Yes"
"8704",2007,"Female",NA,"Marijuana","Yes"
"8705",2007,"Male",NA,"Marijuana","Yes"
"8706",2007,"Female",NA,"Marijuana","Yes"
"8707",2007,"Male",NA,"Marijuana","Yes"
"8708",2007,"Male",NA,"Marijuana","Yes"
"8709",2007,"Male",NA,"Marijuana","Yes"
"8710",2007,"Female",NA,"Marijuana","Yes"
"8711",2007,"Female",NA,"Marijuana","Yes"
"8712",2007,"Female",NA,"Marijuana","Yes"
"8713",2007,"Female",NA,"Marijuana","Yes"
"8714",2007,"Female",NA,"Marijuana","Yes"
"8715",2007,"Male",NA,"Marijuana","Yes"
"8716",2007,"Male",NA,"Marijuana","Yes"
"8717",2007,"Female",NA,"Marijuana","Yes"
"8718",2007,"Female",NA,"Marijuana","Yes"
"8719",2007,"Male",NA,"Marijuana","Yes"
"8720",2007,"Male",NA,"Marijuana","Yes"
"8721",2007,"Male",NA,"Marijuana","Yes"
"8722",2007,"Male",NA,"Marijuana","Yes"
"8723",2007,"Female",NA,"Marijuana","Yes"
"8724",2007,"Male",NA,"Marijuana","Yes"
"8725",2007,"Female",NA,"Marijuana","Yes"
"8726",2007,"Male",NA,"Marijuana","Yes"
"8727",2007,"Male",NA,"Marijuana","Yes"
"8728",2007,"Male",NA,"Marijuana","Yes"
"8729",2007,"Male",NA,"Marijuana","Yes"
"8730",2007,"Female",NA,"Marijuana","Yes"
"8731",2007,"Male",NA,"Marijuana","Yes"
"8732",2007,"Female",NA,"Marijuana","Yes"
"8733",2007,"Male",NA,"Marijuana","Yes"
"8734",2007,"Female",NA,"Marijuana","Yes"
"8735",2007,"Male",NA,"Marijuana","Yes"
"8736",2007,"Male",NA,"Marijuana","Yes"
"8737",2007,"Male",NA,"Marijuana","Yes"
"8738",2007,"Female",NA,"Marijuana","Yes"
"8739",2007,"Female",NA,"Marijuana","Yes"
"8740",2007,"Female",NA,"Marijuana","Yes"
"8741",2007,"Male",NA,"Marijuana","Yes"
"8742",2007,"Female",NA,"Marijuana","Yes"
"8743",2007,"Female",NA,"Marijuana","Yes"
"8744",2007,"Male",NA,"Marijuana","Yes"
"8745",2007,"Male",NA,"Marijuana","Yes"
"8746",2007,"Female",NA,"Marijuana","Yes"
"8747",2007,"Female",NA,"Marijuana","Yes"
"8748",2007,"Male",NA,"Marijuana","Yes"
"8749",2007,"Male",NA,"Marijuana","Yes"
"8750",2007,"Male",NA,"Marijuana","Yes"
"8751",2007,"Male",NA,"Marijuana","Yes"
"8752",2007,"Male",NA,"Marijuana","Yes"
"8753",2007,"Male",NA,"Marijuana","Yes"
"8754",2007,"Male",NA,"Marijuana","Yes"
"8755",2007,"Male",NA,"Marijuana","Yes"
"8756",2007,"Male",NA,"Marijuana","Yes"
"8757",2007,"Male",NA,"Marijuana","Yes"
"8758",2007,"Male",NA,"Marijuana","Yes"
"8759",2007,"Male",NA,"Marijuana","Yes"
"8760",2007,"Female",NA,"Marijuana","Yes"
"8761",2007,"Male",NA,"Marijuana","Yes"
"8762",2007,"Female",NA,"Marijuana","Yes"
"8763",2007,"Male",NA,"Marijuana","Yes"
"8764",2007,"Female",NA,"Marijuana","Yes"
"8765",2007,"Female",NA,"Marijuana","Yes"
"8766",2007,"Male",NA,"Marijuana","Yes"
"8767",2007,"Male",NA,"Marijuana","Yes"
"8768",2007,"Male",NA,"Marijuana","Yes"
"8769",2007,"Female",NA,"Marijuana","Yes"
"8770",2007,"Male",NA,"Marijuana","Yes"
"8771",2007,"Male",NA,"Marijuana","Yes"
"8772",2007,"Male",NA,"Marijuana","Yes"
"8773",2007,"Female",NA,"Marijuana","Yes"
"8774",2007,"Male",NA,"Marijuana","Yes"
"8775",2007,"Male",NA,"Marijuana","Yes"
"8776",2007,"Female",NA,"Marijuana","Yes"
"8777",2007,"Female",NA,"Marijuana","Yes"
"8778",2007,"Male",NA,"Marijuana","Yes"
"8779",2007,"Female",NA,"Marijuana","Yes"
"8780",2007,"Female",NA,"Marijuana","Yes"
"8781",2007,"Female",NA,"Marijuana","Yes"
"8782",2007,"Female",NA,"Marijuana","Yes"
"8783",2007,"Male",NA,"Marijuana","Yes"
"8784",2007,"Female",NA,"Marijuana","Yes"
"8785",2007,"Female",NA,"Marijuana","Yes"
"8786",2007,"Female",NA,"Marijuana","Yes"
"8787",2007,"Male",NA,"Marijuana","Yes"
"8788",2007,"Female",NA,"Marijuana","Yes"
"8789",2007,"Male",NA,"Marijuana","Yes"
"8790",2007,"Male",NA,"Marijuana","Yes"
"8791",2007,"Male",NA,"Marijuana","Yes"
"8792",2007,"Male",NA,"Marijuana","Yes"
"8793",2007,"Male",NA,"Marijuana","Yes"
"8794",2007,"Female",NA,"Marijuana","Yes"
"8795",2007,"Male",NA,"Marijuana","Yes"
"8796",2007,"Female",NA,"Marijuana","Yes"
"8797",2007,"Female",NA,"Marijuana","Yes"
"8798",2007,"Female",NA,"Marijuana","Yes"
"8799",2007,"Male",NA,"Marijuana","Yes"
"8800",2007,"Female",NA,"Marijuana","Yes"
"8801",2007,"Male",NA,"Marijuana","Yes"
"8802",2007,"Female",NA,"Marijuana","Yes"
"8803",2007,"Female",NA,"Marijuana","Yes"
"8804",2007,"Male",NA,"Marijuana","Yes"
"8805",2007,"Female",NA,"Marijuana","Yes"
"8806",2007,"Female",NA,"Marijuana","Yes"
